,Name,Succ,Fail,Send Rate (TPS),Max Latency (s),Min Latency (s),Avg Latency (s),Throughput (TPS),cpu_max_all,cpu_max_avg_all,neti_total_mb,neto_total_mb,n,algo,tps_param,cpu_limit,delay,rate_limit,r_idx
1,query,1000,0,100.5,0.01,0.0,0.0,100.5,20.85,13.79,32.31,32.31,16,qbft,100,2.50,0,0,5
2,transfer,1000,0,100.6,2.06,1.0,1.53,87.8,105.37,54.64,302.4,302.4,16,qbft,100,2.50,0,0,5
0,open,1000,0,100.3,2.08,1.01,1.54,85.4,101.73,56.56,294.9,294.9,16,qbft,100,2.50,0,0,2
1,query,1000,0,100.4,0.03,0.0,0.0,100.3,18.56,13.58,32.06,32.06,16,qbft,100,2.50,0,0,2
2,transfer,1000,0,100.7,2.06,1.02,1.54,87.8,92.98,47.66,272.5,272.5,16,qbft,100,2.50,0,0,2
0,open,1000,0,99.8,2.08,1.01,1.53,87.1,107.79,55.4,287.29999999999995,287.29999999999995,16,qbft,100,2.50,0,0,6
1,query,1000,0,100.5,0.01,0.0,0.0,100.4,21.67,13.85,32.06,32.06,16,qbft,100,2.50,0,0,6
2,transfer,1000,0,100.7,2.06,1.01,1.53,88.4,94.81,51.4,287.70000000000005,287.70000000000005,16,qbft,100,2.50,0,0,6
0,open,1000,0,100.6,2.06,1.0,1.53,88.0,100.25,54.94,291.3,291.3,16,qbft,100,2.50,0,0,7
1,query,1000,0,100.4,0.02,0.0,0.0,100.4,16.82,13.15,31.56,31.56,16,qbft,100,2.50,0,0,7
2,transfer,1000,0,100.7,2.08,1.01,1.53,87.9,86.39,46.95,266.1,266.1,16,qbft,100,2.50,0,0,7
0,open,1000,0,100.2,2.07,1.0,1.53,86.3,100.83,57.62,298.5,298.5,16,qbft,100,2.50,0,0,3
1,query,1000,0,100.5,0.02,0.0,0.0,100.5,14.47,13.08,31.8,31.8,16,qbft,100,2.50,0,0,3
2,transfer,1000,0,100.6,2.04,1.02,1.54,87.7,92.59,50.56,287.5,287.5,16,qbft,100,2.50,0,0,3
0,open,1000,0,100.4,2.06,1.0,1.53,87.2,100.57,54.72,294.4,294.4,16,qbft,100,2.50,0,0,4
1,query,1000,0,100.5,0.01,0.0,0.0,100.5,21.84,13.94,32.2,32.2,16,qbft,100,2.50,0,0,4
