,Name,Succ,Fail,Send Rate (TPS),Max Latency (s),Min Latency (s),Avg Latency (s),Throughput (TPS),cpu_max_all,cpu_max_avg_all,neti_total_mb,neto_total_mb,n,algo,tps_param,cpu_limit,delay,rate_limit,r_idx
2,transfer,1000,0,401.1,2.68,1.33,2.03,245.3,115.2,37.2,16.47,16.47,4,ibft,400,2.50,0,10,8
0,open,1000,0,401.1,2.62,1.37,2.01,247.3,108.15,33.21,15.74,15.74,4,ibft,400,2.50,0,10,5
1,query,1000,0,400.0,0.01,0.0,0.0,399.7,13.57,224.16,0.668,0.668,4,ibft,400,2.50,0,10,5
2,transfer,1000,0,401.6,2.65,1.44,2.01,246.7,127.35,36.44,16.34,16.34,4,ibft,400,2.50,0,10,5
0,open,1000,0,395.4,2.58,1.38,1.98,245.6,118.81,29.84,15.68,15.68,4,ibft,400,2.50,0,10,2
1,query,1000,0,396.0,0.01,0.0,0.0,395.7,12.25,205.44,0.654,0.654,4,ibft,400,2.50,0,10,2
2,transfer,1000,0,400.3,2.67,1.44,1.99,249.6,135.1,36.61,16.24,16.24,4,ibft,400,2.50,0,10,2
0,open,1000,0,400.2,2.74,1.34,2.03,241.4,104.16,30.18,15.55,15.55,4,ibft,400,2.50,0,10,6
1,query,1000,0,400.5,0.01,0.0,0.0,400.3,12.24,217.92000000000002,0.661,0.661,4,ibft,400,2.50,0,10,6
2,transfer,1000,0,398.9,2.65,1.37,2.01,246.0,124.26,37.44,16.28,16.28,4,ibft,400,2.50,0,10,6
0,open,1000,0,398.6,2.61,1.34,2.0,241.6,100.34,30.93,15.78,15.78,4,ibft,400,2.50,0,10,7
1,query,1000,0,400.2,0.01,0.0,0.0,399.4,11.47,201.60000000000002,0.684,0.684,4,ibft,400,2.50,0,10,7
2,transfer,1000,0,401.1,2.65,1.42,1.99,246.7,130.05,36.38,16.2,16.2,4,ibft,400,2.50,0,10,7
0,open,1000,0,400.6,2.78,1.34,2.07,240.7,109.78,30.33,16.08,16.08,4,ibft,400,2.50,0,10,3
1,query,1000,0,396.2,0.01,0.0,0.0,395.9,11.32,213.12,0.673,0.673,4,ibft,400,2.50,0,10,3
