,Name,Succ,Fail,Send Rate (TPS),Max Latency (s),Min Latency (s),Avg Latency (s),Throughput (TPS),cpu_max_all,cpu_max_avg_all,neti_total_mb,neto_total_mb,n,algo,tps_param,cpu_limit,delay,rate_limit,r_idx
2,transfer,1000,0,399.2,2.26,1.03,1.69,253.6,166.24,46.92,112.02999999999999,112.02999999999999,12,ibft,400,2.50,0,0,8
0,open,1000,0,400.5,2.22,1.01,1.68,250.1,169.07,40.84,85.91,85.91,12,ibft,400,2.50,0,0,5
1,query,1000,0,398.2,0.03,0.0,0.0,398.1,20.47,281.28000000000003,9.661,9.661,12,ibft,400,2.50,0,0,5
2,transfer,1000,0,401.9,2.29,0.85,1.63,255.9,172.82,45.62,110.46,110.46,12,ibft,400,2.50,0,0,5
0,open,1000,0,396.5,2.21,0.94,1.62,257.8,168.55,42.34,106.92,106.92,12,ibft,400,2.50,0,0,2
1,query,1000,0,397.6,0.03,0.0,0.0,397.3,21.85,277.44,9.946000000000002,9.946000000000002,12,ibft,400,2.50,0,0,2
2,transfer,1000,0,402.1,2.23,1.01,1.67,256.9,167.41,46.58,111.25999999999999,111.25999999999999,12,ibft,400,2.50,0,0,2
0,open,1000,0,398.7,2.21,0.99,1.65,254.1,172.17,45.68,101.05,101.05,12,ibft,400,2.50,0,0,6
1,query,1000,0,398.6,0.03,0.0,0.0,398.2,17.33,12.27,10.054,10.054,12,ibft,400,2.50,0,0,6
2,transfer,1000,0,401.6,2.28,1.07,1.66,256.5,174.9,47.79,112.72999999999999,112.72999999999999,12,ibft,400,2.50,0,0,6
0,open,1000,0,395.6,2.23,0.88,1.65,249.9,161.7,39.62,104.49000000000001,104.49000000000001,12,ibft,400,2.50,0,0,7
1,query,1000,0,399.0,0.02,0.0,0.0,398.9,23.03,281.76,9.685999999999998,9.685999999999998,12,ibft,400,2.50,0,0,7
2,transfer,1000,0,401.9,2.21,0.99,1.64,254.8,172.44,46.55,113.02999999999999,113.02999999999999,12,ibft,400,2.50,0,0,7
0,open,1000,0,396.7,2.33,0.91,1.69,244.6,166.16,43.98,107.38999999999999,107.38999999999999,12,ibft,400,2.50,0,0,3
1,query,1000,0,396.5,0.04,0.0,0.0,396.2,18.26,12.53,10.366,10.366,12,ibft,400,2.50,0,0,3
2,transfer,1000,0,402.4,2.21,1.02,1.64,255.0,170.93,46.29,112.07000000000001,112.07000000000001,12,ibft,400,2.50,0,0,3
0,open,1000,0,396.8,2.36,1.02,1.72,245.3,162.95,43.79,107.38,107.38,12,ibft,400,2.50,0,0,4
1,query,1000,0,399.0,0.03,0.0,0.0,398.7,21.84,276.96,9.479000000000001,9.479000000000001,12,ibft,400,2.50,0,0,4
2,transfer,1000,0,401.9,2.28,0.86,1.64,253.7,169.49,45.42,109.07,109.07,12,ibft,400,2.50,0,0,4
0,open,1000,0,399.8,2.21,0.96,1.65,251.9,166.78,44.11,105.08000000000001,105.08000000000001,12,ibft,400,2.50,0,0,10
1,query,1000,0,401.0,0.01,0.0,0.0,400.6,16.44,12.64,9.832,9.832,12,ibft,400,2.50,0,0,10
2,transfer,1000,0,398.7,2.26,0.93,1.64,255.5,173.58,47.02,112.42999999999999,112.42999999999999,12,ibft,400,2.50,0,0,10
0,open,1000,0,393.9,2.25,0.96,1.6,261.3,121.38,31.85,44.349999999999994,44.349999999999994,8,qbft,400,2.50,0,0,1
1,query,1000,0,395.9,0.02,0.0,0.0,395.6,12.58,288.0,3.1470000000000002,3.1470000000000002,8,qbft,400,2.50,0,0,1
2,transfer,1000,0,399.4,2.37,1.09,1.66,271.4,126.45,39.9,46.620000000000005,46.620000000000005,8,qbft,400,2.50,0,0,1
0,open,1000,0,396.4,2.31,1.01,1.65,251.9,121.36,31.16,46.7,46.7,8,qbft,400,2.50,0,0,8
