,Name,Succ,Fail,Send Rate (TPS),Max Latency (s),Min Latency (s),Avg Latency (s),Throughput (TPS),cpu_max_all,cpu_max_avg_all,neti_total_mb,neto_total_mb,n,algo,tps_param,cpu_limit,delay,rate_limit,r_idx
1,query,1000,0,100.3,0.06,0.0,0.0,100.3,40.68,18.1,29.0,29.0,16,qbft,100,2.50,0,10,9
2,transfer,1000,0,100.7,3.08,0.98,2.08,87.7,99.29,56.17,214.3,214.3,16,qbft,100,2.50,0,10,9
0,open,1000,0,100.4,3.0,0.95,2.05,85.5,110.2,62.36,211.29999999999998,211.29999999999998,16,qbft,100,2.50,0,10,8
1,query,1000,0,100.6,0.05,0.0,0.0,100.5,31.27,16.93,29.4,29.4,16,qbft,100,2.50,0,10,8
2,transfer,1000,0,100.5,2.99,0.94,2.09,87.2,102.47,57.05,214.6,214.6,16,qbft,100,2.50,0,10,8
0,open,1000,0,100.6,3.01,0.96,2.06,85.8,100.94,57.77,211.09999999999997,211.09999999999997,16,qbft,100,2.50,0,10,5
1,query,1000,0,100.5,0.05,0.0,0.0,100.5,29.17,16.47,29.08,29.08,16,qbft,100,2.50,0,10,5
2,transfer,1000,0,100.7,4.16,1.04,2.14,87.5,108.46,57.84,214.4,214.4,16,qbft,100,2.50,0,10,5
0,open,1000,0,100.4,2.94,1.0,2.02,85.4,110.91,61.41,210.79999999999998,210.79999999999998,16,qbft,100,2.50,0,10,2
1,query,1000,0,100.3,0.04,0.0,0.0,100.3,30.11,16.88,29.2,29.2,16,qbft,100,2.50,0,10,2
2,transfer,1000,0,100.7,3.27,0.9,2.09,87.1,105.36,56.41,213.10000000000002,213.10000000000002,16,qbft,100,2.50,0,10,2
0,open,1000,0,100.5,3.03,0.94,2.04,86.5,109.6,59.93,211.1,211.1,16,qbft,100,2.50,0,10,6
1,query,1000,0,100.1,0.05,0.0,0.0,100.1,30.74,17.21,29.07,29.07,16,qbft,100,2.50,0,10,6
2,transfer,1000,0,100.6,2.99,1.0,2.05,88.0,105.36,55.77,214.3,214.3,16,qbft,100,2.50,0,10,6
0,open,1000,0,100.5,3.08,1.18,2.04,89.4,99.66,60.18,213.4,213.4,16,qbft,100,2.50,0,10,7
1,query,1000,0,100.2,0.04,0.0,0.0,100.2,28.02,16.71,29.33,29.33,16,qbft,100,2.50,0,10,7
2,transfer,1000,0,100.6,3.19,1.14,2.09,89.0,102.74,55.88,215.7,215.7,16,qbft,100,2.50,0,10,7
0,open,1000,0,100.5,3.11,0.96,2.03,86.9,105.63,58.83,211.0,211.0,16,qbft,100,2.50,0,10,3
1,query,1000,0,100.4,0.04,0.0,0.0,100.4,25.2,15.7,29.080000000000002,29.080000000000002,16,qbft,100,2.50,0,10,3
2,transfer,1000,0,100.7,3.12,0.96,2.05,87.5,105.62,54.94,214.4,214.4,16,qbft,100,2.50,0,10,3
0,open,1000,0,100.2,3.0,1.03,2.02,90.4,109.84,61.05,211.6,211.6,16,qbft,100,2.50,0,10,4
1,query,1000,0,100.4,0.04,0.0,0.0,100.4,17.23,15.2,29.07,29.07,16,qbft,100,2.50,0,10,4
2,transfer,1000,0,99.8,3.75,1.06,2.12,88.4,100.8,56.42,215.3,215.3,16,qbft,100,2.50,0,10,4
0,open,1000,0,100.2,2.9,1.08,1.99,90.4,110.22,60.09,211.2,211.2,16,qbft,100,2.50,0,10,10
